hops 8
config 0 1 1 false false
23 cancel none failed canceled -
22 send_failed none failed timeout -
22 tcp_failed none failed timeout -
22 reply_unmatched ignored tcp_ready 0/0/0/4 E--K
22 cancel none failed canceled -
21 tcp_failed none failed timeout -
21 reply_unmatched ignored tcp_ready 0/0/0/4 E--K
21 cancel none failed canceled -
20 tcp_failed none failed timeout -
20 reply_unmatched ignored connecting_tcp 0/0/0/4 E--K
20 reply_answer ignored connecting_tcp 0/0/0/4 E--K
20 reply_cname ignored connecting_tcp 0/0/0/4 E--K
20 reply_nxdomain ignored connecting_tcp 0/0/0/4 E--K
20 reply_nodata ignored connecting_tcp 0/0/0/4 E--K
20 reply_servfail ignored connecting_tcp 0/0/0/4 E--K
20 reply_formerr ignored connecting_tcp 0/0/0/4 E--K
20 reply_truncated ignored connecting_tcp 0/0/0/4 E--K
20 reply_badcookie ignored connecting_tcp 0/0/0/4 E--K
20 cancel none failed canceled -
19 reply_unmatched ignored tcp_needed 0/0/0/4 E--K
19 cancel none failed canceled -
18 reply_badcookie accepted tcp_needed 0/0/0/4 E--K
18 cancel none failed canceled -
17 send_failed none failed timeout -
17 reply_unmatched ignored query_ready 0/0/0/4 E--K
17 cancel none failed canceled -
16 reply_unmatched ignored query_ready 0/0/0/4 E--K
16 cancel none failed canceled -
15 cancel none failed canceled -
14 send_failed none failed timeout -
14 reply_unmatched ignored query_ready 0/0/0/4 E---
14 cancel none failed canceled -
13 reply_unmatched ignored query_ready 0/0/0/4 E---
13 cancel none failed canceled -
12 reply_nxdomain accepted failed name_not_found -
12 reply_nodata accepted failed no_data -
12 reply_servfail accepted failed all_servers_failed -
12 reply_formerr accepted query_ready 0/0/0/3 ----
13 poll send_udp query_ready 0/0/0/3 ----
14 poll send_udp query_ready 0/0/0/3 ----
14 sent none awaiting_udp 0/0/0/3 ----
15 poll wait awaiting_udp 0/0/0/3 ----
15 expire failed_timeout failed timeout -
15 reply_unmatched ignored awaiting_udp 0/0/0/3 ----
15 reply_answer accepted done - -
15 reply_cname accepted query_ready 0/0/0/4 ----
15 reply_nxdomain accepted failed name_not_found -
15 reply_nodata accepted failed no_data -
15 reply_servfail accepted failed all_servers_failed -
15 reply_formerr accepted failed all_servers_failed -
15 reply_truncated accepted tcp_needed 0/0/0/3 ----
16 poll connect_tcp connecting_tcp 0/0/0/3 ----
17 poll wait connecting_tcp 0/0/0/3 ----
17 expire failed_timeout failed timeout -
17 tcp_connected none tcp_ready 0/0/0/3 ----
18 poll send_tcp tcp_ready 0/0/0/3 ----
19 poll send_tcp tcp_ready 0/0/0/3 ----
19 sent none awaiting_tcp 0/0/0/3 ----
20 poll wait awaiting_tcp 0/0/0/3 ----
20 expire failed_timeout failed timeout -
20 tcp_failed none failed timeout -
20 reply_unmatched ignored awaiting_tcp 0/0/0/3 ----
20 reply_answer accepted done - -
20 reply_cname accepted query_ready 0/0/0/4 ----
20 reply_nxdomain accepted failed name_not_found -
20 reply_nodata accepted failed no_data -
20 reply_servfail accepted failed all_servers_failed -
20 reply_formerr accepted failed all_servers_failed -
20 reply_truncated accepted failed no_data -
20 reply_badcookie accepted failed all_servers_failed -
20 cancel none failed canceled -
19 send_failed none failed timeout -
19 tcp_failed none failed timeout -
19 reply_unmatched ignored tcp_ready 0/0/0/3 ----
19 cancel none failed canceled -
18 tcp_failed none failed timeout -
18 reply_unmatched ignored tcp_ready 0/0/0/3 ----
18 cancel none failed canceled -
17 tcp_failed none failed timeout -
17 reply_unmatched ignored connecting_tcp 0/0/0/3 ----
17 reply_answer ignored connecting_tcp 0/0/0/3 ----
17 reply_cname ignored connecting_tcp 0/0/0/3 ----
17 reply_nxdomain ignored connecting_tcp 0/0/0/3 ----
17 reply_nodata ignored connecting_tcp 0/0/0/3 ----
17 reply_servfail ignored connecting_tcp 0/0/0/3 ----
17 reply_formerr ignored connecting_tcp 0/0/0/3 ----
17 reply_truncated ignored connecting_tcp 0/0/0/3 ----
17 reply_badcookie ignored connecting_tcp 0/0/0/3 ----
17 cancel none failed canceled -
16 reply_unmatched ignored tcp_needed 0/0/0/3 ----
16 cancel none failed canceled -
15 reply_badcookie accepted query_ready 0/0/0/3 ---K
16 poll send_udp query_ready 0/0/0/3 ---K
17 poll send_udp query_ready 0/0/0/3 ---K
17 sent none awaiting_udp 0/0/0/3 ---K
18 poll wait awaiting_udp 0/0/0/3 ---K
18 expire failed_timeout failed timeout -
18 reply_unmatched ignored awaiting_udp 0/0/0/3 ---K
18 reply_answer accepted done - -
18 reply_cname accepted query_ready 0/0/0/4 ---K
18 reply_nxdomain accepted failed name_not_found -
18 reply_nodata accepted failed no_data -
18 reply_servfail accepted failed all_servers_failed -
18 reply_formerr accepted failed all_servers_failed -
18 reply_truncated accepted tcp_needed 0/0/0/3 ---K
19 poll connect_tcp connecting_tcp 0/0/0/3 ---K
20 poll wait connecting_tcp 0/0/0/3 ---K
20 expire failed_timeout failed timeout -
20 tcp_connected none tcp_ready 0/0/0/3 ---K
21 poll send_tcp tcp_ready 0/0/0/3 ---K
22 poll send_tcp tcp_ready 0/0/0/3 ---K
22 sent none awaiting_tcp 0/0/0/3 ---K
23 poll wait awaiting_tcp 0/0/0/3 ---K
23 expire failed_timeout failed timeout -
23 tcp_failed none failed timeout -
23 reply_unmatched ignored awaiting_tcp 0/0/0/3 ---K
23 reply_answer accepted done - -
23 reply_cname accepted query_ready 0/0/0/4 ---K
23 reply_nxdomain accepted failed name_not_found -
23 reply_nodata accepted failed no_data -
23 reply_servfail accepted failed all_servers_failed -
23 reply_formerr accepted failed all_servers_failed -
23 reply_truncated accepted failed no_data -
23 reply_badcookie accepted failed all_servers_failed -
23 cancel none failed canceled -
22 send_failed none failed timeout -
22 tcp_failed none failed timeout -
22 reply_unmatched ignored tcp_ready 0/0/0/3 ---K
22 cancel none failed canceled -
21 tcp_failed none failed timeout -
21 reply_unmatched ignored tcp_ready 0/0/0/3 ---K
21 cancel none failed canceled -
20 tcp_failed none failed timeout -
20 reply_unmatched ignored connecting_tcp 0/0/0/3 ---K
20 reply_answer ignored connecting_tcp 0/0/0/3 ---K
20 reply_cname ignored connecting_tcp 0/0/0/3 ---K
20 reply_nxdomain ignored connecting_tcp 0/0/0/3 ---K
20 reply_nodata ignored connecting_tcp 0/0/0/3 ---K
20 reply_servfail ignored connecting_tcp 0/0/0/3 ---K
20 reply_formerr ignored connecting_tcp 0/0/0/3 ---K
20 reply_truncated ignored connecting_tcp 0/0/0/3 ---K
20 reply_badcookie ignored connecting_tcp 0/0/0/3 ---K
20 cancel none failed canceled -
19 reply_unmatched ignored tcp_needed 0/0/0/3 ---K
19 cancel none failed canceled -
18 reply_badcookie accepted tcp_needed 0/0/0/3 ---K
18 cancel none failed canceled -
17 send_failed none failed timeout -
17 reply_unmatched ignored query_ready 0/0/0/3 ---K
17 cancel none failed canceled -
16 reply_unmatched ignored query_ready 0/0/0/3 ---K
16 cancel none failed canceled -
15 cancel none failed canceled -
14 send_failed none failed timeout -
14 reply_unmatched ignored query_ready 0/0/0/3 ----
14 cancel none failed canceled -
13 reply_unmatched ignored query_ready 0/0/0/3 ----
13 cancel none failed canceled -
12 reply_truncated accepted tcp_needed 0/0/0/3 E---
13 poll connect_tcp connecting_tcp 0/0/0/3 E---
14 poll wait connecting_tcp 0/0/0/3 E---
14 expire failed_timeout failed timeout -
14 tcp_connected none tcp_ready 0/0/0/3 E---
15 poll send_tcp tcp_ready 0/0/0/3 E---
16 poll send_tcp tcp_ready 0/0/0/3 E---
16 sent none awaiting_tcp 0/0/0/3 E---
17 poll wait awaiting_tcp 0/0/0/3 E---
17 expire failed_timeout failed timeout -
17 tcp_failed none failed timeout -
17 reply_unmatched ignored awaiting_tcp 0/0/0/3 E---
17 reply_answer accepted done - -
17 reply_cname accepted query_ready 0/0/0/4 E---
17 reply_nxdomain accepted failed name_not_found -
17 reply_nodata accepted failed no_data -
17 reply_servfail accepted failed all_servers_failed -
17 reply_formerr accepted query_ready 0/0/0/3 ----
17 reply_truncated accepted failed no_data -
17 reply_badcookie accepted failed all_servers_failed -
17 cancel none failed canceled -
16 send_failed none failed timeout -
16 tcp_failed none failed timeout -
16 reply_unmatched ignored tcp_ready 0/0/0/3 E---
16 cancel none failed canceled -
15 tcp_failed none failed timeout -
15 reply_unmatched ignored tcp_ready 0/0/0/3 E---
15 cancel none failed canceled -
14 tcp_failed none failed timeout -
14 reply_unmatched ignored connecting_tcp 0/0/0/3 E---
14 reply_answer ignored connecting_tcp 0/0/0/3 E---
14 reply_cname ignored connecting_tcp 0/0/0/3 E---
14 reply_nxdomain ignored connecting_tcp 0/0/0/3 E---
14 reply_nodata ignored connecting_tcp 0/0/0/3 E---
14 reply_servfail ignored connecting_tcp 0/0/0/3 E---
14 reply_formerr ignored connecting_tcp 0/0/0/3 E---
14 reply_truncated ignored connecting_tcp 0/0/0/3 E---
14 reply_badcookie ignored connecting_tcp 0/0/0/3 E---
14 cancel none failed canceled -
13 reply_unmatched ignored tcp_needed 0/0/0/3 E---
13 cancel none failed canceled -
12 reply_badcookie accepted query_ready 0/0/0/3 E--K
13 poll send_udp query_ready 0/0/0/3 E--K
14 poll send_udp query_ready 0/0/0/3 E--K
14 sent none awaiting_udp 0/0/0/3 E--K
15 poll wait awaiting_udp 0/0/0/3 E--K
15 expire failed_timeout failed timeout -
15 reply_unmatched ignored awaiting_udp 0/0/0/3 E--K
15 reply_answer accepted done - -
15 reply_cname accepted query_ready 0/0/0/4 E--K
15 reply_nxdomain accepted failed name_not_found -
15 reply_nodata accepted failed no_data -
15 reply_servfail accepted failed all_servers_failed -
15 reply_formerr accepted query_ready 0/0/0/3 ---K
15 reply_truncated accepted tcp_needed 0/0/0/3 E--K
16 poll connect_tcp connecting_tcp 0/0/0/3 E--K
17 poll wait connecting_tcp 0/0/0/3 E--K
17 expire failed_timeout failed timeout -
17 tcp_connected none tcp_ready 0/0/0/3 E--K
18 poll send_tcp tcp_ready 0/0/0/3 E--K
19 poll send_tcp tcp_ready 0/0/0/3 E--K
19 sent none awaiting_tcp 0/0/0/3 E--K
20 poll wait awaiting_tcp 0/0/0/3 E--K
20 expire failed_timeout failed timeout -
20 tcp_failed none failed timeout -
20 reply_unmatched ignored awaiting_tcp 0/0/0/3 E--K
20 reply_answer accepted done - -
20 reply_cname accepted query_ready 0/0/0/4 E--K
20 reply_nxdomain accepted failed name_not_found -
20 reply_nodata accepted failed no_data -
20 reply_servfail accepted failed all_servers_failed -
20 reply_formerr accepted query_ready 0/0/0/3 ---K
20 reply_truncated accepted failed no_data -
20 reply_badcookie accepted failed all_servers_failed -
20 cancel none failed canceled -
19 send_failed none failed timeout -
19 tcp_failed none failed timeout -
19 reply_unmatched ignored tcp_ready 0/0/0/3 E--K
19 cancel none failed canceled -
18 tcp_failed none failed timeout -
18 reply_unmatched ignored tcp_ready 0/0/0/3 E--K
18 cancel none failed canceled -
17 tcp_failed none failed timeout -
17 reply_unmatched ignored connecting_tcp 0/0/0/3 E--K
17 reply_answer ignored connecting_tcp 0/0/0/3 E--K
17 reply_cname ignored connecting_tcp 0/0/0/3 E--K
17 reply_nxdomain ignored connecting_tcp 0/0/0/3 E--K
17 reply_nodata ignored connecting_tcp 0/0/0/3 E--K
17 reply_servfail ignored connecting_tcp 0/0/0/3 E--K
17 reply_formerr ignored connecting_tcp 0/0/0/3 E--K
17 reply_truncated ignored connecting_tcp 0/0/0/3 E--K
17 reply_badcookie ignored connecting_tcp 0/0/0/3 E--K
17 cancel none failed canceled -
16 reply_unmatched ignored tcp_needed 0/0/0/3 E--K
16 cancel none failed canceled -
15 reply_badcookie accepted tcp_needed 0/0/0/3 E--K
15 cancel none failed canceled -
14 send_failed none failed timeout -
14 reply_unmatched ignored query_ready 0/0/0/3 E--K
14 cancel none failed canceled -
13 reply_unmatched ignored query_ready 0/0/0/3 E--K
13 cancel none failed canceled -
12 cancel none failed canceled -
11 send_failed none failed timeout -
11 reply_unmatched ignored query_ready 0/0/0/3 E---
11 cancel none failed canceled -
10 reply_unmatched ignored query_ready 0/0/0/3 E---
10 cancel none failed canceled -
9 reply_nxdomain accepted failed name_not_found -
9 reply_nodata accepted failed no_data -
9 reply_servfail accepted failed all_servers_failed -
9 reply_formerr accepted query_ready 0/0/0/2 ----
10 poll send_udp query_ready 0/0/0/2 ----
11 poll send_udp query_ready 0/0/0/2 ----
11 sent none awaiting_udp 0/0/0/2 ----
12 poll wait awaiting_udp 0/0/0/2 ----
12 expire failed_timeout failed timeout -
12 reply_unmatched ignored awaiting_udp 0/0/0/2 ----
12 reply_answer accepted done - -
12 reply_cname accepted query_ready 0/0/0/3 ----
12 reply_nxdomain accepted failed name_not_found -
12 reply_nodata accepted failed no_data -
12 reply_servfail accepted failed all_servers_failed -
12 reply_formerr accepted failed all_servers_failed -
12 reply_truncated accepted tcp_needed 0/0/0/2 ----
13 poll connect_tcp connecting_tcp 0/0/0/2 ----
14 poll wait connecting_tcp 0/0/0/2 ----
14 expire failed_timeout failed timeout -
14 tcp_connected none tcp_ready 0/0/0/2 ----
15 poll send_tcp tcp_ready 0/0/0/2 ----
16 poll send_tcp tcp_ready 0/0/0/2 ----
16 sent none awaiting_tcp 0/0/0/2 ----
17 poll wait awaiting_tcp 0/0/0/2 ----
17 expire failed_timeout failed timeout -
17 tcp_failed none failed timeout -
17 reply_unmatched ignored awaiting_tcp 0/0/0/2 ----
17 reply_answer accepted done - -
17 reply_cname accepted query_ready 0/0/0/3 ----
17 reply_nxdomain accepted failed name_not_found -
17 reply_nodata accepted failed no_data -
17 reply_servfail accepted failed all_servers_failed -
17 reply_formerr accepted failed all_servers_failed -
17 reply_truncated accepted failed no_data -
17 reply_badcookie accepted failed all_servers_failed -
17 cancel none failed canceled -
16 send_failed none failed timeout -
16 tcp_failed none failed timeout -
16 reply_unmatched ignored tcp_ready 0/0/0/2 ----
16 cancel none failed canceled -
15 tcp_failed none failed timeout -
15 reply_unmatched ignored tcp_ready 0/0/0/2 ----
15 cancel none failed canceled -
14 tcp_failed none failed timeout -
14 reply_unmatched ignored connecting_tcp 0/0/0/2 ----
14 reply_answer ignored connecting_tcp 0/0/0/2 ----
14 reply_cname ignored connecting_tcp 0/0/0/2 ----
14 reply_nxdomain ignored connecting_tcp 0/0/0/2 ----
14 reply_nodata ignored connecting_tcp 0/0/0/2 ----
14 reply_servfail ignored connecting_tcp 0/0/0/2 ----
14 reply_formerr ignored connecting_tcp 0/0/0/2 ----
14 reply_truncated ignored connecting_tcp 0/0/0/2 ----
14 reply_badcookie ignored connecting_tcp 0/0/0/2 ----
14 cancel none failed canceled -
13 reply_unmatched ignored tcp_needed 0/0/0/2 ----
13 cancel none failed canceled -
12 reply_badcookie accepted query_ready 0/0/0/2 ---K
13 poll send_udp query_ready 0/0/0/2 ---K
14 poll send_udp query_ready 0/0/0/2 ---K
14 sent none awaiting_udp 0/0/0/2 ---K
15 poll wait awaiting_udp 0/0/0/2 ---K
15 expire failed_timeout failed timeout -
15 reply_unmatched ignored awaiting_udp 0/0/0/2 ---K
15 reply_answer accepted done - -
15 reply_cname accepted query_ready 0/0/0/3 ---K
15 reply_nxdomain accepted failed name_not_found -
15 reply_nodata accepted failed no_data -
15 reply_servfail accepted failed all_servers_failed -
15 reply_formerr accepted failed all_servers_failed -
15 reply_truncated accepted tcp_needed 0/0/0/2 ---K
16 poll connect_tcp connecting_tcp 0/0/0/2 ---K
17 poll wait connecting_tcp 0/0/0/2 ---K
17 expire failed_timeout failed timeout -
17 tcp_connected none tcp_ready 0/0/0/2 ---K
18 poll send_tcp tcp_ready 0/0/0/2 ---K
19 poll send_tcp tcp_ready 0/0/0/2 ---K
19 sent none awaiting_tcp 0/0/0/2 ---K
20 poll wait awaiting_tcp 0/0/0/2 ---K
20 expire failed_timeout failed timeout -
20 tcp_failed none failed timeout -
20 reply_unmatched ignored awaiting_tcp 0/0/0/2 ---K
20 reply_answer accepted done - -
20 reply_cname accepted query_ready 0/0/0/3 ---K
20 reply_nxdomain accepted failed name_not_found -
20 reply_nodata accepted failed no_data -
20 reply_servfail accepted failed all_servers_failed -
20 reply_formerr accepted failed all_servers_failed -
20 reply_truncated accepted failed no_data -
20 reply_badcookie accepted failed all_servers_failed -
20 cancel none failed canceled -
19 send_failed none failed timeout -
19 tcp_failed none failed timeout -
19 reply_unmatched ignored tcp_ready 0/0/0/2 ---K
19 cancel none failed canceled -
18 tcp_failed none failed timeout -
18 reply_unmatched ignored tcp_ready 0/0/0/2 ---K
18 cancel none failed canceled -
17 tcp_failed none failed timeout -
17 reply_unmatched ignored connecting_tcp 0/0/0/2 ---K
17 reply_answer ignored connecting_tcp 0/0/0/2 ---K
17 reply_cname ignored connecting_tcp 0/0/0/2 ---K
17 reply_nxdomain ignored connecting_tcp 0/0/0/2 ---K
17 reply_nodata ignored connecting_tcp 0/0/0/2 ---K
17 reply_servfail ignored connecting_tcp 0/0/0/2 ---K
17 reply_formerr ignored connecting_tcp 0/0/0/2 ---K
17 reply_truncated ignored connecting_tcp 0/0/0/2 ---K
17 reply_badcookie ignored connecting_tcp 0/0/0/2 ---K
17 cancel none failed canceled -
16 reply_unmatched ignored tcp_needed 0/0/0/2 ---K
16 cancel none failed canceled -
15 reply_badcookie accepted tcp_needed 0/0/0/2 ---K
15 cancel none failed canceled -
14 send_failed none failed timeout -
14 reply_unmatched ignored query_ready 0/0/0/2 ---K
14 cancel none failed canceled -
13 reply_unmatched ignored query_ready 0/0/0/2 ---K
13 cancel none failed canceled -
12 cancel none failed canceled -
11 send_failed none failed timeout -
11 reply_unmatched ignored query_ready 0/0/0/2 ----
11 cancel none failed canceled -
10 reply_unmatched ignored query_ready 0/0/0/2 ----
10 cancel none failed canceled -
9 reply_truncated accepted tcp_needed 0/0/0/2 E---
10 poll connect_tcp connecting_tcp 0/0/0/2 E---
11 poll wait connecting_tcp 0/0/0/2 E---
11 expire failed_timeout failed timeout -
11 tcp_connected none tcp_ready 0/0/0/2 E---
12 poll send_tcp tcp_ready 0/0/0/2 E---
13 poll send_tcp tcp_ready 0/0/0/2 E---
13 sent none awaiting_tcp 0/0/0/2 E---
14 poll wait awaiting_tcp 0/0/0/2 E---
14 expire failed_timeout failed timeout -
14 tcp_failed none failed timeout -
14 reply_unmatched ignored awaiting_tcp 0/0/0/2 E---
14 reply_answer accepted done - -
14 reply_cname accepted query_ready 0/0/0/3 E---
14 reply_nxdomain accepted failed name_not_found -
14 reply_nodata accepted failed no_data -
14 reply_servfail accepted failed all_servers_failed -
14 reply_formerr accepted query_ready 0/0/0/2 ----
14 reply_truncated accepted failed no_data -
14 reply_badcookie accepted failed all_servers_failed -
14 cancel none failed canceled -
13 send_failed none failed timeout -
13 tcp_failed none failed timeout -
13 reply_unmatched ignored tcp_ready 0/0/0/2 E---
13 cancel none failed canceled -
12 tcp_failed none failed timeout -
12 reply_unmatched ignored tcp_ready 0/0/0/2 E---
12 cancel none failed canceled -
11 tcp_failed none failed timeout -
11 reply_unmatched ignored connecting_tcp 0/0/0/2 E---
11 reply_answer ignored connecting_tcp 0/0/0/2 E---
11 reply_cname ignored connecting_tcp 0/0/0/2 E---
11 reply_nxdomain ignored connecting_tcp 0/0/0/2 E---
11 reply_nodata ignored connecting_tcp 0/0/0/2 E---
11 reply_servfail ignored connecting_tcp 0/0/0/2 E---
11 reply_formerr ignored connecting_tcp 0/0/0/2 E---
11 reply_truncated ignored connecting_tcp 0/0/0/2 E---
11 reply_badcookie ignored connecting_tcp 0/0/0/2 E---
11 cancel none failed canceled -
10 reply_unmatched ignored tcp_needed 0/0/0/2 E---
10 cancel none failed canceled -
9 reply_badcookie accepted query_ready 0/0/0/2 E--K
10 poll send_udp query_ready 0/0/0/2 E--K
11 poll send_udp query_ready 0/0/0/2 E--K
11 sent none awaiting_udp 0/0/0/2 E--K
12 poll wait awaiting_udp 0/0/0/2 E--K
12 expire failed_timeout failed timeout -
12 reply_unmatched ignored awaiting_udp 0/0/0/2 E--K
12 reply_answer accepted done - -
12 reply_cname accepted query_ready 0/0/0/3 E--K
12 reply_nxdomain accepted failed name_not_found -
12 reply_nodata accepted failed no_data -
12 reply_servfail accepted failed all_servers_failed -
12 reply_formerr accepted query_ready 0/0/0/2 ---K
12 reply_truncated accepted tcp_needed 0/0/0/2 E--K
13 poll connect_tcp connecting_tcp 0/0/0/2 E--K
14 poll wait connecting_tcp 0/0/0/2 E--K
14 expire failed_timeout failed timeout -
14 tcp_connected none tcp_ready 0/0/0/2 E--K
15 poll send_tcp tcp_ready 0/0/0/2 E--K
16 poll send_tcp tcp_ready 0/0/0/2 E--K
16 sent none awaiting_tcp 0/0/0/2 E--K
17 poll wait awaiting_tcp 0/0/0/2 E--K
17 expire failed_timeout failed timeout -
17 tcp_failed none failed timeout -
17 reply_unmatched ignored awaiting_tcp 0/0/0/2 E--K
17 reply_answer accepted done - -
17 reply_cname accepted query_ready 0/0/0/3 E--K
17 reply_nxdomain accepted failed name_not_found -
17 reply_nodata accepted failed no_data -
17 reply_servfail accepted failed all_servers_failed -
17 reply_formerr accepted query_ready 0/0/0/2 ---K
17 reply_truncated accepted failed no_data -
17 reply_badcookie accepted failed all_servers_failed -
17 cancel none failed canceled -
16 send_failed none failed timeout -
16 tcp_failed none failed timeout -
16 reply_unmatched ignored tcp_ready 0/0/0/2 E--K
16 cancel none failed canceled -
15 tcp_failed none failed timeout -
15 reply_unmatched ignored tcp_ready 0/0/0/2 E--K
15 cancel none failed canceled -
14 tcp_failed none failed timeout -
14 reply_unmatched ignored connecting_tcp 0/0/0/2 E--K
14 reply_answer ignored connecting_tcp 0/0/0/2 E--K
14 reply_cname ignored connecting_tcp 0/0/0/2 E--K
14 reply_nxdomain ignored connecting_tcp 0/0/0/2 E--K
14 reply_nodata ignored connecting_tcp 0/0/0/2 E--K
14 reply_servfail ignored connecting_tcp 0/0/0/2 E--K
14 reply_formerr ignored connecting_tcp 0/0/0/2 E--K
14 reply_truncated ignored connecting_tcp 0/0/0/2 E--K
14 reply_badcookie ignored connecting_tcp 0/0/0/2 E--K
14 cancel none failed canceled -
13 reply_unmatched ignored tcp_needed 0/0/0/2 E--K
13 cancel none failed canceled -
12 reply_badcookie accepted tcp_needed 0/0/0/2 E--K
12 cancel none failed canceled -
11 send_failed none failed timeout -
11 reply_unmatched ignored query_ready 0/0/0/2 E--K
11 cancel none failed canceled -
10 reply_unmatched ignored query_ready 0/0/0/2 E--K
10 cancel none failed canceled -
9 cancel none failed canceled -
8 send_failed none failed timeout -
8 reply_unmatched ignored query_ready 0/0/0/2 E---
8 cancel none failed canceled -
7 reply_unmatched ignored query_ready 0/0/0/2 E---
7 cancel none failed canceled -
6 reply_nxdomain accepted failed name_not_found -
6 reply_nodata accepted failed no_data -
6 reply_servfail accepted failed all_servers_failed -
6 reply_formerr accepted query_ready 0/0/0/1 ----
7 poll send_udp query_ready 0/0/0/1 ----
8 poll send_udp query_ready 0/0/0/1 ----
8 sent none awaiting_udp 0/0/0/1 ----
9 poll wait awaiting_udp 0/0/0/1 ----
9 expire failed_timeout failed timeout -
9 reply_unmatched ignored awaiting_udp 0/0/0/1 ----
9 reply_answer accepted done - -
9 reply_cname accepted query_ready 0/0/0/2 ----
9 reply_nxdomain accepted failed name_not_found -
9 reply_nodata accepted failed no_data -
9 reply_servfail accepted failed all_servers_failed -
9 reply_formerr accepted failed all_servers_failed -
9 reply_truncated accepted tcp_needed 0/0/0/1 ----
10 poll connect_tcp connecting_tcp 0/0/0/1 ----
11 poll wait connecting_tcp 0/0/0/1 ----
11 expire failed_timeout failed timeout -
11 tcp_connected none tcp_ready 0/0/0/1 ----
12 poll send_tcp tcp_ready 0/0/0/1 ----
13 poll send_tcp tcp_ready 0/0/0/1 ----
13 sent none awaiting_tcp 0/0/0/1 ----
14 poll wait awaiting_tcp 0/0/0/1 ----
14 expire failed_timeout failed timeout -
14 tcp_failed none failed timeout -
14 reply_unmatched ignored awaiting_tcp 0/0/0/1 ----
14 reply_answer accepted done - -
14 reply_cname accepted query_ready 0/0/0/2 ----
14 reply_nxdomain accepted failed name_not_found -
14 reply_nodata accepted failed no_data -
14 reply_servfail accepted failed all_servers_failed -
14 reply_formerr accepted failed all_servers_failed -
14 reply_truncated accepted failed no_data -
14 reply_badcookie accepted failed all_servers_failed -
14 cancel none failed canceled -
13 send_failed none failed timeout -
13 tcp_failed none failed timeout -
13 reply_unmatched ignored tcp_ready 0/0/0/1 ----
13 cancel none failed canceled -
12 tcp_failed none failed timeout -
12 reply_unmatched ignored tcp_ready 0/0/0/1 ----
12 cancel none failed canceled -
11 tcp_failed none failed timeout -
11 reply_unmatched ignored connecting_tcp 0/0/0/1 ----
11 reply_answer ignored connecting_tcp 0/0/0/1 ----
11 reply_cname ignored connecting_tcp 0/0/0/1 ----
11 reply_nxdomain ignored connecting_tcp 0/0/0/1 ----
11 reply_nodata ignored connecting_tcp 0/0/0/1 ----
11 reply_servfail ignored connecting_tcp 0/0/0/1 ----
11 reply_formerr ignored connecting_tcp 0/0/0/1 ----
11 reply_truncated ignored connecting_tcp 0/0/0/1 ----
11 reply_badcookie ignored connecting_tcp 0/0/0/1 ----
11 cancel none failed canceled -
10 reply_unmatched ignored tcp_needed 0/0/0/1 ----
10 cancel none failed canceled -
9 reply_badcookie accepted query_ready 0/0/0/1 ---K
10 poll send_udp query_ready 0/0/0/1 ---K
11 poll send_udp query_ready 0/0/0/1 ---K
11 sent none awaiting_udp 0/0/0/1 ---K
12 poll wait awaiting_udp 0/0/0/1 ---K
12 expire failed_timeout failed timeout -
12 reply_unmatched ignored awaiting_udp 0/0/0/1 ---K
12 reply_answer accepted done - -
12 reply_cname accepted query_ready 0/0/0/2 ---K
12 reply_nxdomain accepted failed name_not_found -
12 reply_nodata accepted failed no_data -
12 reply_servfail accepted failed all_servers_failed -
12 reply_formerr accepted failed all_servers_failed -
12 reply_truncated accepted tcp_needed 0/0/0/1 ---K
13 poll connect_tcp connecting_tcp 0/0/0/1 ---K
14 poll wait connecting_tcp 0/0/0/1 ---K
14 expire failed_timeout failed timeout -
14 tcp_connected none tcp_ready 0/0/0/1 ---K
15 poll send_tcp tcp_ready 0/0/0/1 ---K
16 poll send_tcp tcp_ready 0/0/0/1 ---K
16 sent none awaiting_tcp 0/0/0/1 ---K
17 poll wait awaiting_tcp 0/0/0/1 ---K
17 expire failed_timeout failed timeout -
17 tcp_failed none failed timeout -
17 reply_unmatched ignored awaiting_tcp 0/0/0/1 ---K
17 reply_answer accepted done - -
17 reply_cname accepted query_ready 0/0/0/2 ---K
17 reply_nxdomain accepted failed name_not_found -
17 reply_nodata accepted failed no_data -
17 reply_servfail accepted failed all_servers_failed -
17 reply_formerr accepted failed all_servers_failed -
17 reply_truncated accepted failed no_data -
17 reply_badcookie accepted failed all_servers_failed -
17 cancel none failed canceled -
16 send_failed none failed timeout -
16 tcp_failed none failed timeout -
16 reply_unmatched ignored tcp_ready 0/0/0/1 ---K
16 cancel none failed canceled -
15 tcp_failed none failed timeout -
15 reply_unmatched ignored tcp_ready 0/0/0/1 ---K
15 cancel none failed canceled -
14 tcp_failed none failed timeout -
14 reply_unmatched ignored connecting_tcp 0/0/0/1 ---K
14 reply_answer ignored connecting_tcp 0/0/0/1 ---K
14 reply_cname ignored connecting_tcp 0/0/0/1 ---K
14 reply_nxdomain ignored connecting_tcp 0/0/0/1 ---K
14 reply_nodata ignored connecting_tcp 0/0/0/1 ---K
14 reply_servfail ignored connecting_tcp 0/0/0/1 ---K
14 reply_formerr ignored connecting_tcp 0/0/0/1 ---K
14 reply_truncated ignored connecting_tcp 0/0/0/1 ---K
14 reply_badcookie ignored connecting_tcp 0/0/0/1 ---K
14 cancel none failed canceled -
