hops 8
config 0 1 1 false false
37 reply_unmatched ignored connecting_tcp 0/0/0/7 E---
37 reply_answer ignored connecting_tcp 0/0/0/7 E---
37 reply_cname ignored connecting_tcp 0/0/0/7 E---
37 reply_nxdomain ignored connecting_tcp 0/0/0/7 E---
37 reply_nodata ignored connecting_tcp 0/0/0/7 E---
37 reply_servfail ignored connecting_tcp 0/0/0/7 E---
37 reply_formerr ignored connecting_tcp 0/0/0/7 E---
37 reply_truncated ignored connecting_tcp 0/0/0/7 E---
37 reply_badcookie ignored connecting_tcp 0/0/0/7 E---
37 cancel none failed canceled -
36 reply_unmatched ignored tcp_needed 0/0/0/7 E---
36 cancel none failed canceled -
35 reply_nxdomain accepted failed name_not_found -
35 reply_nodata accepted failed no_data -
35 reply_servfail accepted failed all_servers_failed -
35 reply_formerr accepted tcp_needed 0/0/0/6 ----
36 poll connect_tcp connecting_tcp 0/0/0/6 ----
37 poll wait connecting_tcp 0/0/0/6 ----
37 expire failed_timeout failed timeout -
37 tcp_connected none tcp_ready 0/0/0/6 ----
38 poll send_tcp tcp_ready 0/0/0/6 ----
39 poll send_tcp tcp_ready 0/0/0/6 ----
39 sent none awaiting_tcp 0/0/0/6 ----
40 poll wait awaiting_tcp 0/0/0/6 ----
40 expire failed_timeout failed timeout -
40 tcp_failed none failed timeout -
40 reply_unmatched ignored awaiting_tcp 0/0/0/6 ----
40 reply_answer accepted done - -
40 reply_cname accepted tcp_needed 0/0/0/7 ----
40 reply_nxdomain accepted failed name_not_found -
40 reply_nodata accepted failed no_data -
40 reply_servfail accepted failed all_servers_failed -
40 reply_formerr accepted failed all_servers_failed -
40 reply_truncated accepted failed no_data -
40 reply_badcookie accepted failed all_servers_failed -
40 cancel none failed canceled -
39 send_failed none failed timeout -
39 tcp_failed none failed timeout -
39 reply_unmatched ignored tcp_ready 0/0/0/6 ----
39 cancel none failed canceled -
38 tcp_failed none failed timeout -
38 reply_unmatched ignored tcp_ready 0/0/0/6 ----
38 cancel none failed canceled -
37 tcp_failed none failed timeout -
37 reply_unmatched ignored connecting_tcp 0/0/0/6 ----
37 reply_answer ignored connecting_tcp 0/0/0/6 ----
37 reply_cname ignored connecting_tcp 0/0/0/6 ----
37 reply_nxdomain ignored connecting_tcp 0/0/0/6 ----
37 reply_nodata ignored connecting_tcp 0/0/0/6 ----
37 reply_servfail ignored connecting_tcp 0/0/0/6 ----
37 reply_formerr ignored connecting_tcp 0/0/0/6 ----
37 reply_truncated ignored connecting_tcp 0/0/0/6 ----
37 reply_badcookie ignored connecting_tcp 0/0/0/6 ----
37 cancel none failed canceled -
36 reply_unmatched ignored tcp_needed 0/0/0/6 ----
36 cancel none failed canceled -
35 reply_truncated accepted failed no_data -
35 reply_badcookie accepted failed all_servers_failed -
35 cancel none failed canceled -
34 send_failed none failed timeout -
34 tcp_failed none failed timeout -
34 reply_unmatched ignored tcp_ready 0/0/0/6 E---
34 cancel none failed canceled -
33 tcp_failed none failed timeout -
33 reply_unmatched ignored tcp_ready 0/0/0/6 E---
33 cancel none failed canceled -
32 tcp_failed none failed timeout -
32 reply_unmatched ignored connecting_tcp 0/0/0/6 E---
32 reply_answer ignored connecting_tcp 0/0/0/6 E---
32 reply_cname ignored connecting_tcp 0/0/0/6 E---
32 reply_nxdomain ignored connecting_tcp 0/0/0/6 E---
32 reply_nodata ignored connecting_tcp 0/0/0/6 E---
32 reply_servfail ignored connecting_tcp 0/0/0/6 E---
32 reply_formerr ignored connecting_tcp 0/0/0/6 E---
32 reply_truncated ignored connecting_tcp 0/0/0/6 E---
32 reply_badcookie ignored connecting_tcp 0/0/0/6 E---
32 cancel none failed canceled -
31 reply_unmatched ignored tcp_needed 0/0/0/6 E---
31 cancel none failed canceled -
30 reply_nxdomain accepted failed name_not_found -
30 reply_nodata accepted failed no_data -
30 reply_servfail accepted failed all_servers_failed -
30 reply_formerr accepted tcp_needed 0/0/0/5 ----
31 poll connect_tcp connecting_tcp 0/0/0/5 ----
32 poll wait connecting_tcp 0/0/0/5 ----
32 expire failed_timeout failed timeout -
32 tcp_connected none tcp_ready 0/0/0/5 ----
33 poll send_tcp tcp_ready 0/0/0/5 ----
34 poll send_tcp tcp_ready 0/0/0/5 ----
34 sent none awaiting_tcp 0/0/0/5 ----
35 poll wait awaiting_tcp 0/0/0/5 ----
35 expire failed_timeout failed timeout -
35 tcp_failed none failed timeout -
35 reply_unmatched ignored awaiting_tcp 0/0/0/5 ----
35 reply_answer accepted done - -
35 reply_cname accepted tcp_needed 0/0/0/6 ----
35 reply_nxdomain accepted failed name_not_found -
35 reply_nodata accepted failed no_data -
35 reply_servfail accepted failed all_servers_failed -
35 reply_formerr accepted failed all_servers_failed -
35 reply_truncated accepted failed no_data -
35 reply_badcookie accepted failed all_servers_failed -
35 cancel none failed canceled -
34 send_failed none failed timeout -
34 tcp_failed none failed timeout -
34 reply_unmatched ignored tcp_ready 0/0/0/5 ----
34 cancel none failed canceled -
33 tcp_failed none failed timeout -
33 reply_unmatched ignored tcp_ready 0/0/0/5 ----
33 cancel none failed canceled -
32 tcp_failed none failed timeout -
32 reply_unmatched ignored connecting_tcp 0/0/0/5 ----
32 reply_answer ignored connecting_tcp 0/0/0/5 ----
32 reply_cname ignored connecting_tcp 0/0/0/5 ----
32 reply_nxdomain ignored connecting_tcp 0/0/0/5 ----
32 reply_nodata ignored connecting_tcp 0/0/0/5 ----
32 reply_servfail ignored connecting_tcp 0/0/0/5 ----
32 reply_formerr ignored connecting_tcp 0/0/0/5 ----
32 reply_truncated ignored connecting_tcp 0/0/0/5 ----
32 reply_badcookie ignored connecting_tcp 0/0/0/5 ----
32 cancel none failed canceled -
31 reply_unmatched ignored tcp_needed 0/0/0/5 ----
31 cancel none failed canceled -
30 reply_truncated accepted failed no_data -
30 reply_badcookie accepted failed all_servers_failed -
30 cancel none failed canceled -
29 send_failed none failed timeout -
29 tcp_failed none failed timeout -
29 reply_unmatched ignored tcp_ready 0/0/0/5 E---
29 cancel none failed canceled -
28 tcp_failed none failed timeout -
28 reply_unmatched ignored tcp_ready 0/0/0/5 E---
28 cancel none failed canceled -
27 tcp_failed none failed timeout -
27 reply_unmatched ignored connecting_tcp 0/0/0/5 E---
27 reply_answer ignored connecting_tcp 0/0/0/5 E---
27 reply_cname ignored connecting_tcp 0/0/0/5 E---
27 reply_nxdomain ignored connecting_tcp 0/0/0/5 E---
27 reply_nodata ignored connecting_tcp 0/0/0/5 E---
27 reply_servfail ignored connecting_tcp 0/0/0/5 E---
27 reply_formerr ignored connecting_tcp 0/0/0/5 E---
27 reply_truncated ignored connecting_tcp 0/0/0/5 E---
27 reply_badcookie ignored connecting_tcp 0/0/0/5 E---
27 cancel none failed canceled -
26 reply_unmatched ignored tcp_needed 0/0/0/5 E---
26 cancel none failed canceled -
25 reply_nxdomain accepted failed name_not_found -
25 reply_nodata accepted failed no_data -
25 reply_servfail accepted failed all_servers_failed -
25 reply_formerr accepted tcp_needed 0/0/0/4 ----
26 poll connect_tcp connecting_tcp 0/0/0/4 ----
27 poll wait connecting_tcp 0/0/0/4 ----
27 expire failed_timeout failed timeout -
27 tcp_connected none tcp_ready 0/0/0/4 ----
28 poll send_tcp tcp_ready 0/0/0/4 ----
29 poll send_tcp tcp_ready 0/0/0/4 ----
29 sent none awaiting_tcp 0/0/0/4 ----
30 poll wait awaiting_tcp 0/0/0/4 ----
30 expire failed_timeout failed timeout -
30 tcp_failed none failed timeout -
30 reply_unmatched ignored awaiting_tcp 0/0/0/4 ----
30 reply_answer accepted done - -
30 reply_cname accepted tcp_needed 0/0/0/5 ----
30 reply_nxdomain accepted failed name_not_found -
30 reply_nodata accepted failed no_data -
30 reply_servfail accepted failed all_servers_failed -
30 reply_formerr accepted failed all_servers_failed -
30 reply_truncated accepted failed no_data -
30 reply_badcookie accepted failed all_servers_failed -
30 cancel none failed canceled -
29 send_failed none failed timeout -
29 tcp_failed none failed timeout -
29 reply_unmatched ignored tcp_ready 0/0/0/4 ----
29 cancel none failed canceled -
28 tcp_failed none failed timeout -
28 reply_unmatched ignored tcp_ready 0/0/0/4 ----
28 cancel none failed canceled -
27 tcp_failed none failed timeout -
27 reply_unmatched ignored connecting_tcp 0/0/0/4 ----
27 reply_answer ignored connecting_tcp 0/0/0/4 ----
27 reply_cname ignored connecting_tcp 0/0/0/4 ----
27 reply_nxdomain ignored connecting_tcp 0/0/0/4 ----
27 reply_nodata ignored connecting_tcp 0/0/0/4 ----
27 reply_servfail ignored connecting_tcp 0/0/0/4 ----
27 reply_formerr ignored connecting_tcp 0/0/0/4 ----
27 reply_truncated ignored connecting_tcp 0/0/0/4 ----
27 reply_badcookie ignored connecting_tcp 0/0/0/4 ----
27 cancel none failed canceled -
26 reply_unmatched ignored tcp_needed 0/0/0/4 ----
26 cancel none failed canceled -
25 reply_truncated accepted failed no_data -
25 reply_badcookie accepted failed all_servers_failed -
25 cancel none failed canceled -
24 send_failed none failed timeout -
24 tcp_failed none failed timeout -
24 reply_unmatched ignored tcp_ready 0/0/0/4 E---
24 cancel none failed canceled -
23 tcp_failed none failed timeout -
23 reply_unmatched ignored tcp_ready 0/0/0/4 E---
23 cancel none failed canceled -
22 tcp_failed none failed timeout -
22 reply_unmatched ignored connecting_tcp 0/0/0/4 E---
22 reply_answer ignored connecting_tcp 0/0/0/4 E---
22 reply_cname ignored connecting_tcp 0/0/0/4 E---
22 reply_nxdomain ignored connecting_tcp 0/0/0/4 E---
22 reply_nodata ignored connecting_tcp 0/0/0/4 E---
22 reply_servfail ignored connecting_tcp 0/0/0/4 E---
22 reply_formerr ignored connecting_tcp 0/0/0/4 E---
22 reply_truncated ignored connecting_tcp 0/0/0/4 E---
22 reply_badcookie ignored connecting_tcp 0/0/0/4 E---
22 cancel none failed canceled -
21 reply_unmatched ignored tcp_needed 0/0/0/4 E---
21 cancel none failed canceled -
20 reply_nxdomain accepted failed name_not_found -
20 reply_nodata accepted failed no_data -
20 reply_servfail accepted failed all_servers_failed -
20 reply_formerr accepted tcp_needed 0/0/0/3 ----
21 poll connect_tcp connecting_tcp 0/0/0/3 ----
22 poll wait connecting_tcp 0/0/0/3 ----
22 expire failed_timeout failed timeout -
22 tcp_connected none tcp_ready 0/0/0/3 ----
23 poll send_tcp tcp_ready 0/0/0/3 ----
24 poll send_tcp tcp_ready 0/0/0/3 ----
24 sent none awaiting_tcp 0/0/0/3 ----
25 poll wait awaiting_tcp 0/0/0/3 ----
25 expire failed_timeout failed timeout -
25 tcp_failed none failed timeout -
25 reply_unmatched ignored awaiting_tcp 0/0/0/3 ----
25 reply_answer accepted done - -
25 reply_cname accepted tcp_needed 0/0/0/4 ----
25 reply_nxdomain accepted failed name_not_found -
25 reply_nodata accepted failed no_data -
25 reply_servfail accepted failed all_servers_failed -
25 reply_formerr accepted failed all_servers_failed -
25 reply_truncated accepted failed no_data -
25 reply_badcookie accepted failed all_servers_failed -
25 cancel none failed canceled -
24 send_failed none failed timeout -
24 tcp_failed none failed timeout -
24 reply_unmatched ignored tcp_ready 0/0/0/3 ----
24 cancel none failed canceled -
23 tcp_failed none failed timeout -
23 reply_unmatched ignored tcp_ready 0/0/0/3 ----
23 cancel none failed canceled -
22 tcp_failed none failed timeout -
22 reply_unmatched ignored connecting_tcp 0/0/0/3 ----
22 reply_answer ignored connecting_tcp 0/0/0/3 ----
22 reply_cname ignored connecting_tcp 0/0/0/3 ----
22 reply_nxdomain ignored connecting_tcp 0/0/0/3 ----
22 reply_nodata ignored connecting_tcp 0/0/0/3 ----
22 reply_servfail ignored connecting_tcp 0/0/0/3 ----
22 reply_formerr ignored connecting_tcp 0/0/0/3 ----
22 reply_truncated ignored connecting_tcp 0/0/0/3 ----
22 reply_badcookie ignored connecting_tcp 0/0/0/3 ----
22 cancel none failed canceled -
21 reply_unmatched ignored tcp_needed 0/0/0/3 ----
21 cancel none failed canceled -
20 reply_truncated accepted failed no_data -
20 reply_badcookie accepted failed all_servers_failed -
20 cancel none failed canceled -
19 send_failed none failed timeout -
19 tcp_failed none failed timeout -
19 reply_unmatched ignored tcp_ready 0/0/0/3 E---
19 cancel none failed canceled -
18 tcp_failed none failed timeout -
18 reply_unmatched ignored tcp_ready 0/0/0/3 E---
18 cancel none failed canceled -
17 tcp_failed none failed timeout -
17 reply_unmatched ignored connecting_tcp 0/0/0/3 E---
17 reply_answer ignored connecting_tcp 0/0/0/3 E---
17 reply_cname ignored connecting_tcp 0/0/0/3 E---
17 reply_nxdomain ignored connecting_tcp 0/0/0/3 E---
17 reply_nodata ignored connecting_tcp 0/0/0/3 E---
17 reply_servfail ignored connecting_tcp 0/0/0/3 E---
17 reply_formerr ignored connecting_tcp 0/0/0/3 E---
17 reply_truncated ignored connecting_tcp 0/0/0/3 E---
17 reply_badcookie ignored connecting_tcp 0/0/0/3 E---
17 cancel none failed canceled -
16 reply_unmatched ignored tcp_needed 0/0/0/3 E---
16 cancel none failed canceled -
15 reply_nxdomain accepted failed name_not_found -
15 reply_nodata accepted failed no_data -
15 reply_servfail accepted failed all_servers_failed -
15 reply_formerr accepted tcp_needed 0/0/0/2 ----
16 poll connect_tcp connecting_tcp 0/0/0/2 ----
17 poll wait connecting_tcp 0/0/0/2 ----
17 expire failed_timeout failed timeout -
17 tcp_connected none tcp_ready 0/0/0/2 ----
18 poll send_tcp tcp_ready 0/0/0/2 ----
19 poll send_tcp tcp_ready 0/0/0/2 ----
19 sent none awaiting_tcp 0/0/0/2 ----
20 poll wait awaiting_tcp 0/0/0/2 ----
20 expire failed_timeout failed timeout -
20 tcp_failed none failed timeout -
20 reply_unmatched ignored awaiting_tcp 0/0/0/2 ----
20 reply_answer accepted done - -
20 reply_cname accepted tcp_needed 0/0/0/3 ----
20 reply_nxdomain accepted failed name_not_found -
20 reply_nodata accepted failed no_data -
20 reply_servfail accepted failed all_servers_failed -
20 reply_formerr accepted failed all_servers_failed -
20 reply_truncated accepted failed no_data -
20 reply_badcookie accepted failed all_servers_failed -
20 cancel none failed canceled -
19 send_failed none failed timeout -
19 tcp_failed none failed timeout -
19 reply_unmatched ignored tcp_ready 0/0/0/2 ----
19 cancel none failed canceled -
18 tcp_failed none failed timeout -
18 reply_unmatched ignored tcp_ready 0/0/0/2 ----
18 cancel none failed canceled -
17 tcp_failed none failed timeout -
17 reply_unmatched ignored connecting_tcp 0/0/0/2 ----
17 reply_answer ignored connecting_tcp 0/0/0/2 ----
17 reply_cname ignored connecting_tcp 0/0/0/2 ----
17 reply_nxdomain ignored connecting_tcp 0/0/0/2 ----
17 reply_nodata ignored connecting_tcp 0/0/0/2 ----
17 reply_servfail ignored connecting_tcp 0/0/0/2 ----
17 reply_formerr ignored connecting_tcp 0/0/0/2 ----
17 reply_truncated ignored connecting_tcp 0/0/0/2 ----
17 reply_badcookie ignored connecting_tcp 0/0/0/2 ----
17 cancel none failed canceled -
16 reply_unmatched ignored tcp_needed 0/0/0/2 ----
16 cancel none failed canceled -
15 reply_truncated accepted failed no_data -
15 reply_badcookie accepted failed all_servers_failed -
15 cancel none failed canceled -
14 send_failed none failed timeout -
14 tcp_failed none failed timeout -
14 reply_unmatched ignored tcp_ready 0/0/0/2 E---
14 cancel none failed canceled -
13 tcp_failed none failed timeout -
13 reply_unmatched ignored tcp_ready 0/0/0/2 E---
13 cancel none failed canceled -
12 tcp_failed none failed timeout -
12 reply_unmatched ignored connecting_tcp 0/0/0/2 E---
12 reply_answer ignored connecting_tcp 0/0/0/2 E---
12 reply_cname ignored connecting_tcp 0/0/0/2 E---
12 reply_nxdomain ignored connecting_tcp 0/0/0/2 E---
12 reply_nodata ignored connecting_tcp 0/0/0/2 E---
12 reply_servfail ignored connecting_tcp 0/0/0/2 E---
12 reply_formerr ignored connecting_tcp 0/0/0/2 E---
12 reply_truncated ignored connecting_tcp 0/0/0/2 E---
12 reply_badcookie ignored connecting_tcp 0/0/0/2 E---
12 cancel none failed canceled -
11 reply_unmatched ignored tcp_needed 0/0/0/2 E---
11 cancel none failed canceled -
10 reply_nxdomain accepted failed name_not_found -
10 reply_nodata accepted failed no_data -
10 reply_servfail accepted failed all_servers_failed -
10 reply_formerr accepted tcp_needed 0/0/0/1 ----
11 poll connect_tcp connecting_tcp 0/0/0/1 ----
12 poll wait connecting_tcp 0/0/0/1 ----
12 expire failed_timeout failed timeout -
12 tcp_connected none tcp_ready 0/0/0/1 ----
13 poll send_tcp tcp_ready 0/0/0/1 ----
14 poll send_tcp tcp_ready 0/0/0/1 ----
14 sent none awaiting_tcp 0/0/0/1 ----
15 poll wait awaiting_tcp 0/0/0/1 ----
15 expire failed_timeout failed timeout -
15 tcp_failed none failed timeout -
15 reply_unmatched ignored awaiting_tcp 0/0/0/1 ----
15 reply_answer accepted done - -
15 reply_cname accepted tcp_needed 0/0/0/2 ----
15 reply_nxdomain accepted failed name_not_found -
15 reply_nodata accepted failed no_data -
15 reply_servfail accepted failed all_servers_failed -
15 reply_formerr accepted failed all_servers_failed -
15 reply_truncated accepted failed no_data -
15 reply_badcookie accepted failed all_servers_failed -
15 cancel none failed canceled -
14 send_failed none failed timeout -
14 tcp_failed none failed timeout -
14 reply_unmatched ignored tcp_ready 0/0/0/1 ----
14 cancel none failed canceled -
13 tcp_failed none failed timeout -
13 reply_unmatched ignored tcp_ready 0/0/0/1 ----
13 cancel none failed canceled -
12 tcp_failed none failed timeout -
12 reply_unmatched ignored connecting_tcp 0/0/0/1 ----
12 reply_answer ignored connecting_tcp 0/0/0/1 ----
12 reply_cname ignored connecting_tcp 0/0/0/1 ----
12 reply_nxdomain ignored connecting_tcp 0/0/0/1 ----
12 reply_nodata ignored connecting_tcp 0/0/0/1 ----
12 reply_servfail ignored connecting_tcp 0/0/0/1 ----
12 reply_formerr ignored connecting_tcp 0/0/0/1 ----
12 reply_truncated ignored connecting_tcp 0/0/0/1 ----
12 reply_badcookie ignored connecting_tcp 0/0/0/1 ----
12 cancel none failed canceled -
11 reply_unmatched ignored tcp_needed 0/0/0/1 ----
11 cancel none failed canceled -
10 reply_truncated accepted failed no_data -
10 reply_badcookie accepted failed all_servers_failed -
10 cancel none failed canceled -
9 send_failed none failed timeout -
9 tcp_failed none failed timeout -
9 reply_unmatched ignored tcp_ready 0/0/0/1 E---
9 cancel none failed canceled -
8 tcp_failed none failed timeout -
8 reply_unmatched ignored tcp_ready 0/0/0/1 E---
8 cancel none failed canceled -
7 tcp_failed none failed timeout -
7 reply_unmatched ignored connecting_tcp 0/0/0/1 E---
7 reply_answer ignored connecting_tcp 0/0/0/1 E---
7 reply_cname ignored connecting_tcp 0/0/0/1 E---
7 reply_nxdomain ignored connecting_tcp 0/0/0/1 E---
7 reply_nodata ignored connecting_tcp 0/0/0/1 E---
7 reply_servfail ignored connecting_tcp 0/0/0/1 E---
7 reply_formerr ignored connecting_tcp 0/0/0/1 E---
7 reply_truncated ignored connecting_tcp 0/0/0/1 E---
7 reply_badcookie ignored connecting_tcp 0/0/0/1 E---
7 cancel none failed canceled -
6 reply_unmatched ignored tcp_needed 0/0/0/1 E---
6 cancel none failed canceled -
5 reply_nxdomain accepted failed name_not_found -
5 reply_nodata accepted failed no_data -
5 reply_servfail accepted failed all_servers_failed -
5 reply_formerr accepted tcp_needed 0/0/0/0 ----
6 poll connect_tcp connecting_tcp 0/0/0/0 ----
7 poll wait connecting_tcp 0/0/0/0 ----
7 expire failed_timeout failed timeout -
7 tcp_connected none tcp_ready 0/0/0/0 ----
8 poll send_tcp tcp_ready 0/0/0/0 ----
9 poll send_tcp tcp_ready 0/0/0/0 ----
9 sent none awaiting_tcp 0/0/0/0 ----
10 poll wait awaiting_tcp 0/0/0/0 ----
10 expire failed_timeout failed timeout -
10 tcp_failed none failed timeout -
10 reply_unmatched ignored awaiting_tcp 0/0/0/0 ----
10 reply_answer accepted done - -
10 reply_cname accepted tcp_needed 0/0/0/1 ----
10 reply_nxdomain accepted failed name_not_found -
10 reply_nodata accepted failed no_data -
10 reply_servfail accepted failed all_servers_failed -
10 reply_formerr accepted failed all_servers_failed -
10 reply_truncated accepted failed no_data -
10 reply_badcookie accepted failed all_servers_failed -
10 cancel none failed canceled -
9 send_failed none failed timeout -
9 tcp_failed none failed timeout -
9 reply_unmatched ignored tcp_ready 0/0/0/0 ----
9 cancel none failed canceled -
8 tcp_failed none failed timeout -
8 reply_unmatched ignored tcp_ready 0/0/0/0 ----
8 cancel none failed canceled -
7 tcp_failed none failed timeout -
7 reply_unmatched ignored connecting_tcp 0/0/0/0 ----
7 reply_answer ignored connecting_tcp 0/0/0/0 ----
7 reply_cname ignored connecting_tcp 0/0/0/0 ----
7 reply_nxdomain ignored connecting_tcp 0/0/0/0 ----
7 reply_nodata ignored connecting_tcp 0/0/0/0 ----
7 reply_servfail ignored connecting_tcp 0/0/0/0 ----
7 reply_formerr ignored connecting_tcp 0/0/0/0 ----
7 reply_truncated ignored connecting_tcp 0/0/0/0 ----
7 reply_badcookie ignored connecting_tcp 0/0/0/0 ----
7 cancel none failed canceled -
6 reply_unmatched ignored tcp_needed 0/0/0/0 ----
6 cancel none failed canceled -
5 reply_truncated accepted failed no_data -
5 reply_badcookie accepted failed all_servers_failed -
5 cancel none failed canceled -
4 send_failed none failed timeout -
4 tcp_failed none failed timeout -
4 reply_unmatched ignored tcp_ready 0/0/0/0 E---
4 cancel none failed canceled -
3 tcp_failed none failed timeout -
3 reply_unmatched ignored tcp_ready 0/0/0/0 E---
3 cancel none failed canceled -
2 tcp_failed none failed timeout -
2 reply_unmatched ignored connecting_tcp 0/0/0/0 E---
2 reply_answer ignored connecting_tcp 0/0/0/0 E---
2 reply_cname ignored connecting_tcp 0/0/0/0 E---
2 reply_nxdomain ignored connecting_tcp 0/0/0/0 E---
2 reply_nodata ignored connecting_tcp 0/0/0/0 E---
2 reply_servfail ignored connecting_tcp 0/0/0/0 E---
2 reply_formerr ignored connecting_tcp 0/0/0/0 E---
2 reply_truncated ignored connecting_tcp 0/0/0/0 E---
2 reply_badcookie ignored connecting_tcp 0/0/0/0 E---
2 cancel none failed canceled -
1 reply_unmatched ignored tcp_needed 0/0/0/0 E---
1 cancel none failed canceled -
config 1 1 1 false true
0 init none query_ready 0/0/0/0 E---
1 poll send_https query_ready 0/0/0/0 E---
2 poll send_https query_ready 0/0/0/0 E---
2 sent none awaiting_udp 0/0/0/0 E---
3 poll wait awaiting_udp 0/0/0/0 E---
3 expire failed_timeout failed timeout -
4 poll failed_timeout failed timeout -
4 reply_unmatched ignored failed timeout -
3 https_failed none failed timeout -
3 reply_unmatched ignored awaiting_udp 0/0/0/0 E---
3 reply_answer accepted done - -
4 poll done done - -
4 reply_unmatched ignored done - -
3 reply_cname accepted query_ready 0/0/0/1 E---
4 poll send_https query_ready 0/0/0/1 E---
5 poll send_https query_ready 0/0/0/1 E---
5 sent none awaiting_udp 0/0/0/1 E---
6 poll wait awaiting_udp 0/0/0/1 E---
6 expire failed_timeout failed timeout -
6 https_failed none failed timeout -
6 reply_unmatched ignored awaiting_udp 0/0/0/1 E---
6 reply_answer accepted done - -
6 reply_cname accepted query_ready 0/0/0/2 E---
7 poll send_https query_ready 0/0/0/2 E---
8 poll send_https query_ready 0/0/0/2 E---
8 sent none awaiting_udp 0/0/0/2 E---
9 poll wait awaiting_udp 0/0/0/2 E---
9 expire failed_timeout failed timeout -
9 https_failed none failed timeout -
9 reply_unmatched ignored awaiting_udp 0/0/0/2 E---
9 reply_answer accepted done - -
9 reply_cname accepted query_ready 0/0/0/3 E---
10 poll send_https query_ready 0/0/0/3 E---
11 poll send_https query_ready 0/0/0/3 E---
11 sent none awaiting_udp 0/0/0/3 E---
12 poll wait awaiting_udp 0/0/0/3 E---
12 expire failed_timeout failed timeout -
12 https_failed none failed timeout -
12 reply_unmatched ignored awaiting_udp 0/0/0/3 E---
12 reply_answer accepted done - -
12 reply_cname accepted query_ready 0/0/0/4 E---
13 poll send_https query_ready 0/0/0/4 E---
14 poll send_https query_ready 0/0/0/4 E---
14 sent none awaiting_udp 0/0/0/4 E---
15 poll wait awaiting_udp 0/0/0/4 E---
15 expire failed_timeout failed timeout -
15 https_failed none failed timeout -
15 reply_unmatched ignored awaiting_udp 0/0/0/4 E---
15 reply_answer accepted done - -
15 reply_cname accepted query_ready 0/0/0/5 E---
16 poll send_https query_ready 0/0/0/5 E---
17 poll send_https query_ready 0/0/0/5 E---
17 sent none awaiting_udp 0/0/0/5 E---
18 poll wait awaiting_udp 0/0/0/5 E---
18 expire failed_timeout failed timeout -
18 https_failed none failed timeout -
18 reply_unmatched ignored awaiting_udp 0/0/0/5 E---
18 reply_answer accepted done - -
18 reply_cname accepted query_ready 0/0/0/6 E---
19 poll send_https query_ready 0/0/0/6 E---
20 poll send_https query_ready 0/0/0/6 E---
20 sent none awaiting_udp 0/0/0/6 E---
21 poll wait awaiting_udp 0/0/0/6 E---
21 expire failed_timeout failed timeout -
21 https_failed none failed timeout -
21 reply_unmatched ignored awaiting_udp 0/0/0/6 E---
21 reply_answer accepted done - -
21 reply_cname accepted query_ready 0/0/0/7 E---
22 poll send_https query_ready 0/0/0/7 E---
23 poll send_https query_ready 0/0/0/7 E---
23 sent none awaiting_udp 0/0/0/7 E---
24 poll wait awaiting_udp 0/0/0/7 E---
24 expire failed_timeout failed timeout -
24 https_failed none failed timeout -
24 reply_unmatched ignored awaiting_udp 0/0/0/7 E---
24 reply_answer accepted done - -
24 reply_cname accepted query_ready 0/0/0/8 E---
25 poll send_https query_ready 0/0/0/8 E---
26 poll send_https query_ready 0/0/0/8 E---
26 sent none awaiting_udp 0/0/0/8 E---
27 poll wait awaiting_udp 0/0/0/8 E---
27 expire failed_timeout failed timeout -
27 https_failed none failed timeout -
27 reply_unmatched ignored awaiting_udp 0/0/0/8 E---
27 reply_answer accepted done - -
27 reply_cname accepted failed chain_too_long -
28 poll failed_chain_too_long failed chain_too_long -
28 reply_unmatched ignored failed chain_too_long -
27 reply_nxdomain accepted failed name_not_found -
28 poll failed_name_not_found failed name_not_found -
28 reply_unmatched ignored failed name_not_found -
27 reply_nodata accepted failed no_data -
28 poll failed_no_data failed no_data -
28 reply_unmatched ignored failed no_data -
27 reply_servfail accepted failed all_servers_failed -
28 poll failed_all_servers_failed failed all_servers_failed -
28 reply_unmatched ignored failed all_servers_failed -
27 reply_formerr accepted query_ready 0/0/0/8 ----
28 poll send_https query_ready 0/0/0/8 ----
29 poll send_https query_ready 0/0/0/8 ----
29 sent none awaiting_udp 0/0/0/8 ----
30 poll wait awaiting_udp 0/0/0/8 ----
30 expire failed_timeout failed timeout -
30 https_failed none failed timeout -
30 reply_unmatched ignored awaiting_udp 0/0/0/8 ----
30 reply_answer accepted done - -
30 reply_cname accepted failed chain_too_long -
30 reply_nxdomain accepted failed name_not_found -
30 reply_nodata accepted failed no_data -
30 reply_servfail accepted failed all_servers_failed -
30 reply_formerr accepted failed all_servers_failed -
30 reply_truncated accepted failed no_data -
30 reply_badcookie accepted failed all_servers_failed -
30 cancel none failed canceled -
31 poll failed_canceled failed canceled -
31 reply_unmatched ignored failed canceled -
29 send_failed none failed timeout -
29 reply_unmatched ignored query_ready 0/0/0/8 ----
29 cancel none failed canceled -
28 reply_unmatched ignored query_ready 0/0/0/8 ----
28 cancel none failed canceled -
27 reply_truncated accepted failed no_data -
27 reply_badcookie accepted failed all_servers_failed -
27 cancel none failed canceled -
26 send_failed none failed timeout -
26 reply_unmatched ignored query_ready 0/0/0/8 E---
26 cancel none failed canceled -
25 reply_unmatched ignored query_ready 0/0/0/8 E---
25 cancel none failed canceled -
24 reply_nxdomain accepted failed name_not_found -
24 reply_nodata accepted failed no_data -
24 reply_servfail accepted failed all_servers_failed -
24 reply_formerr accepted query_ready 0/0/0/7 ----
